run-id,region,crop,planting,nitrogen,gcm,scenario,ensmem,incl_historical,start_date,end_date,elevation,slope,latitude,fertilization,NitrogenResponseOn,irrigation,WaterDeficitResponseOn,EmergenceMoistureControlOn,EmergenceFloodingControlOn,LeafExtensionModifier,CO2,O3,FieldConditionModifier,StageTemperatureSum,use_vernalisation_fix,path_to_dem_asc_grid,path_to_slope_asc_grid,slope_unit,sim.json,crop.json,site.json,comment
11,nigeria,Recalibrated,early,high,GFDL-ESM4,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.85|0.85|0.85|0|0.85|0.85|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
12,nigeria,Recalibrated,early,high,IPSL-CM6A-LR,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.85|0.85|0.85|0|0.85|0.85|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
13,nigeria,Recalibrated,early,high,MPI-ESM1-2-HR,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.85|0.85|0.85|0|0.85|0.85|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
14,nigeria,Recalibrated,early,high,MRI-ESM2-0,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.85|0.85|0.85|0|0.85|0.85|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
15,nigeria,Recalibrated,late,high,UKESM1-0-LL,ssp126,r1i1p1f2,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.85|0.85|0.85|0|0.85|0.85|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
16,nigeria,Recalibrated,late,low,GFDL-ESM4,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.7|0.7|0.75|0|0.83|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
17,nigeria,Recalibrated,late,low,IPSL-CM6A-LR,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.7|0.7|0.75|0|0.83|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
18,nigeria,Recalibrated,late,low,MPI-ESM1-2-HR,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.7|0.7|0.75|0|0.83|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
19,nigeria,Recalibrated,late,low,MRI-ESM2-0,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.7|0.7|0.75|0|0.83|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
20,nigeria,Recalibrated,late,low,UKESM1-0-LL,ssp126,r1i1p1f2,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.7|0.7|0.75|0|0.83|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
21,nigeria,Recalibrated,late,medium,GFDL-ESM4,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.8|0.8|0.85|0|0.85|0.85|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
22,nigeria,Recalibrated,late,medium,IPSL-CM6A-LR,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.8|0.8|0.85|0|0.85|0.85|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
23,nigeria,Recalibrated,late,medium,MPI-ESM1-2-HR,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.8|0.8|0.85|0|0.85|0.85|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
24,nigeria,Recalibrated,late,medium,MRI-ESM2-0,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.8|0.8|0.85|0|0.85|0.85|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
25,nigeria,Recalibrated,late,medium,UKESM1-0-LL,ssp126,r1i1p1f2,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.8|0.8|0.85|0|0.85|0.85|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
26,nigeria,Recalibrated,late,high,GFDL-ESM4,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.85|0.85|0.85|0|0.85|0.85|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
27,nigeria,Recalibrated,late,high,IPSL-CM6A-LR,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.85|0.85|0.85|0|0.85|0.85|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
28,nigeria,Recalibrated,late,high,MPI-ESM1-2-HR,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.85|0.85|0.85|0|0.85|0.85|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
29,nigeria,Recalibrated,late,high,MRI-ESM2-0,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.85|0.85|0.85|0|0.85|0.85|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
30,nigeria,Recalibrated,late,high,UKESM1-0-LL,ssp126,r1i1p1f2,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.85|0.85|0.85|0|0.85|0.85|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
31,nigeria,Recalibrated,early,low,GFDL-ESM4,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.7|0.7|0.75|0|0.83|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
32,nigeria,Recalibrated,early,medium,GFDL-ESM4,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.85|0.85|0.85|0|0.85|0.85|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
33,nigeria,Recalibrated,early,high,GFDL-ESM4,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.85|0.85|0.85|0|0.85|0.85|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,


run-id,region,crop,planting,nitrogen,gcm,scenario,ensmem,incl_historical,start_date,end_date,elevation,slope,latitude,fertilization,NitrogenResponseOn,irrigation,WaterDeficitResponseOn,EmergenceMoistureControlOn,EmergenceFloodingControlOn,LeafExtensionModifier,CO2,O3,FieldConditionModifier,StageTemperatureSum,use_vernalisation_fix,path_to_dem_asc_grid,path_to_slope_asc_grid,slope_unit,sim.json,crop.json,site.json,comment
1,nigeria,Recalibrated,early,low,GFDL-ESM4,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.8|0.9|0.85|0|0.93|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
2,nigeria,Recalibrated,early,low,IPSL-CM6A-LR,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.8|0.9|0.85|0|0.93|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
3,nigeria,Recalibrated,early,low,MPI-ESM1-2-HR,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.8|0.9|0.85|0|0.93|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
4,nigeria,Recalibrated,early,low,MRI-ESM2-0,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.8|0.9|0.85|0|0.93|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
5,nigeria,Recalibrated,early,low,UKESM1-0-LL,ssp126,r1i1p1f2,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.8|0.9|0.85|0|0.93|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
6,nigeria,Recalibrated,early,medium,GFDL-ESM4,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.8|0.9|0.85|0|0.93|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
7,nigeria,Recalibrated,early,medium,IPSL-CM6A-LR,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.8|0.9|0.85|0|0.93|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
8,nigeria,Recalibrated,early,medium,MPI-ESM1-2-HR,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.8|0.9|0.85|0|0.93|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
9,nigeria,Recalibrated,early,medium,MRI-ESM2-0,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.8|0.9|0.85|0|0.93|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
10,nigeria,Recalibrated,early,medium,UKESM1-0-LL,ssp126,r1i1p1f2,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.8|0.9|0.85|0|0.93|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
11,nigeria,Recalibrated,early,high,GFDL-ESM4,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.8|0.9|0.85|0|0.93|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
12,nigeria,Recalibrated,early,high,IPSL-CM6A-LR,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.8|0.9|0.85|0|0.93|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
13,nigeria,Recalibrated,early,high,MPI-ESM1-2-HR,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.8|0.9|0.85|0|0.93|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
14,nigeria,Recalibrated,early,high,MRI-ESM2-0,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.8|0.9|0.85|0|0.93|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
15,nigeria,Recalibrated,late,high,UKESM1-0-LL,ssp126,r1i1p1f2,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.8|0.9|0.85|0|0.93|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
16,nigeria,Recalibrated,late,low,GFDL-ESM4,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.8|0.9|0.85|0|0.93|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
17,nigeria,Recalibrated,late,low,IPSL-CM6A-LR,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.8|0.9|0.85|0|0.93|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
18,nigeria,Recalibrated,late,low,MPI-ESM1-2-HR,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.8|0.9|0.85|0|0.93|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
19,nigeria,Recalibrated,late,low,MRI-ESM2-0,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.8|0.9|0.85|0|0.93|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
20,nigeria,Recalibrated,late,low,UKESM1-0-LL,ssp126,r1i1p1f2,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.8|0.9|0.85|0|0.93|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
21,nigeria,Recalibrated,late,medium,GFDL-ESM4,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.8|0.9|0.85|0|0.93|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
22,nigeria,Recalibrated,late,medium,IPSL-CM6A-LR,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.8|0.9|0.85|0|0.93|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
23,nigeria,Recalibrated,late,medium,MPI-ESM1-2-HR,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.8|0.9|0.85|0|0.93|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
24,nigeria,Recalibrated,late,medium,MRI-ESM2-0,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.8|0.9|0.85|0|0.93|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
25,nigeria,Recalibrated,late,medium,UKESM1-0-LL,ssp126,r1i1p1f2,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.8|0.9|0.85|0|0.93|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
26,nigeria,Recalibrated,late,high,GFDL-ESM4,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.8|0.9|0.85|0|0.93|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
27,nigeria,Recalibrated,late,high,IPSL-CM6A-LR,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.8|0.9|0.85|0|0.93|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
28,nigeria,Recalibrated,late,high,MPI-ESM1-2-HR,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.8|0.9|0.85|0|0.93|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
29,nigeria,Recalibrated,late,high,MRI-ESM2-0,ssp126,r1i1p1f1,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.8|0.9|0.85|0|0.93|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
30,nigeria,Recalibrated,late,high,UKESM1-0-LL,ssp126,r1i1p1f2,TRUE,2010-01-01,2020-12-31,true,true,true,false,true,false,true,false,false,false,,,0.8|0.9|0.85|0|0.93|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,





run-id,region,crop,planting,nitrogen,gcm,scenario,ensmem,incl_historical,start_date,end_date,elevation,slope,latitude,fertilization,NitrogenResponseOn,irrigation,WaterDeficitResponseOn,EmergenceMoistureControlOn,EmergenceFloodingControlOn,LeafExtensionModifier,CO2,O3,FieldConditionModifier,StageTemperatureSum,use_vernalisation_fix,path_to_dem_asc_grid,path_to_slope_asc_grid,slope_unit,sim.json,crop.json,site.json,comment
1,nigeria,Recalibrated,early,low,GFDL-ESM4,historical,r1i1p1f1,FALSE,1970-01-01,2009-12-31,true,true,true,false,true,false,true,false,false,false,,,0.7|0.7|0.75|0|0.83|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
2,nigeria,Recalibrated,early,low,IPSL-CM6A-LR,historical,r1i1p1f1,FALSE,1970-01-01,2009-12-31,true,true,true,false,true,false,true,false,false,false,,,0.7|0.7|0.75|0|0.83|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
3,nigeria,Recalibrated,early,low,MPI-ESM1-2-HR,historical,r1i1p1f1,FALSE,1970-01-01,2009-12-31,true,true,true,false,true,false,true,false,false,false,,,0.7|0.7|0.75|0|0.83|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
4,nigeria,Recalibrated,early,low,MRI-ESM2-0,historical,r1i1p1f1,FALSE,1970-01-01,2009-12-31,true,true,true,false,true,false,true,false,false,false,,,0.7|0.7|0.75|0|0.83|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
5,nigeria,Recalibrated,early,low,UKESM1-0-LL,historical,r1i1p1f2,FALSE,1970-01-01,2009-12-31,true,true,true,false,true,false,true,false,false,false,,,0.7|0.7|0.75|0|0.83|0.8|0,,true,data/elevation_0.009deg_4326_wgs84_nigeria.asc,data/slope-degree_0.009deg_4326_wgs84_nigeria.asc,degree,sim.json,crop_nigeria.json,site.json,
